order_id,window_id,asset,ts_utc,ticker,side,spot,strike,resolution_price,seconds_to_close,distance,min_distance_threshold,bid,limit_or_market,price_cents,placed,filled,fill_price,final_outcome,pnl_cents,is_stop_loss,stop_loss_sell_price,skip_reason,skip_details,is_filled,spot_kraken,spot_coinbase,distance_kraken,distance_coinbase,min_dist_after_placement,min_bid_after_placement,post_placement_history,pre_placement_history
agg:KXSOL15M-26MAR060515:sol,KXSOL15M-26MAR060515,sol,2026-03-06T10:15:01.044765+00:00,KXSOL15M-26MAR060515-15,yes,87.72,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,87.72,,,,,,,
agg:KXXRP15M-26MAR060515:xrp,KXXRP15M-26MAR060515,xrp,2026-03-06T10:15:01.427486+00:00,KXXRP15M-26MAR060515-15,yes,1.40309,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.40309,,,,,,,
agg:KXBTC15M-26MAR060530:btc,KXBTC15M-26MAR060530,btc,2026-03-06T10:30:00.976535+00:00,KXBTC15M-26MAR060530-30,yes,70767.0,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,70767.0,,,,,,,
agg:KXETH15M-26MAR060530:eth,KXETH15M-26MAR060530,eth,2026-03-06T10:30:01.092682+00:00,KXETH15M-26MAR060530-30,yes,2068.6,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2068.6,,,,,,,
agg:KXSOL15M-26MAR060530:sol,KXSOL15M-26MAR060530,sol,2026-03-06T10:30:01.322760+00:00,KXSOL15M-26MAR060530-30,yes,87.9,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,87.9,,,,,,,
agg:KXXRP15M-26MAR060530:xrp,KXXRP15M-26MAR060530,xrp,2026-03-06T10:30:01.699453+00:00,KXXRP15M-26MAR060530-30,yes,1.40613,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.40613,,,,,,,
agg:KXBTC15M-26MAR060545:btc,KXBTC15M-26MAR060545,btc,2026-03-06T10:45:00.424594+00:00,KXBTC15M-26MAR060545-45,yes,70541.0,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,70541.0,,,,,,,
agg:KXETH15M-26MAR060545:eth,KXETH15M-26MAR060545,eth,2026-03-06T10:45:00.954456+00:00,KXETH15M-26MAR060545-45,yes,2063.91,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2063.91,,,,,,,
agg:KXSOL15M-26MAR060545:sol,KXSOL15M-26MAR060545,sol,2026-03-06T10:45:01.566123+00:00,KXSOL15M-26MAR060545-45,yes,87.64,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,87.64,,,,,,,
agg:KXXRP15M-26MAR060545:xrp,KXXRP15M-26MAR060545,xrp,2026-03-06T10:45:02.001297+00:00,KXXRP15M-26MAR060545-45,yes,1.40483,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.40483,,,,,,,
agg:KXBTC15M-26MAR060600:btc,KXBTC15M-26MAR060600,btc,2026-03-06T11:00:00.292334+00:00,KXBTC15M-26MAR060600-00,yes,70538.7,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,70538.7,,,,,,,
agg:KXETH15M-26MAR060600:eth,KXETH15M-26MAR060600,eth,2026-03-06T11:00:00.647973+00:00,KXETH15M-26MAR060600-00,yes,2063.4,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2063.4,,,,,,,
agg:KXSOL15M-26MAR060600:sol,KXSOL15M-26MAR060600,sol,2026-03-06T11:00:00.827790+00:00,KXSOL15M-26MAR060600-00,yes,87.71,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,87.71,,,,,,,
agg:KXXRP15M-26MAR060600:xrp,KXXRP15M-26MAR060600,xrp,2026-03-06T11:00:01.108299+00:00,KXXRP15M-26MAR060600-00,yes,1.4031,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.4031,,,,,,,
agg:KXBTC15M-26MAR060615:btc,KXBTC15M-26MAR060615,btc,2026-03-06T11:15:00.433781+00:00,KXBTC15M-26MAR060615-15,yes,70551.7,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,70551.7,,,,,,,
agg:KXETH15M-26MAR060615:eth,KXETH15M-26MAR060615,eth,2026-03-06T11:15:00.739736+00:00,KXETH15M-26MAR060615-15,yes,2064.66,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2064.66,,,,,,,
agg:KXSOL15M-26MAR060615:sol,KXSOL15M-26MAR060615,sol,2026-03-06T11:15:01.419485+00:00,KXSOL15M-26MAR060615-15,yes,87.89,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,87.89,,,,,,,
agg:KXXRP15M-26MAR060615:xrp,KXXRP15M-26MAR060615,xrp,2026-03-06T11:15:01.870388+00:00,KXXRP15M-26MAR060615-15,yes,1.40318,1.4033,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.40318,,,,,,,
agg:KXBTC15M-26MAR060630:btc,KXBTC15M-26MAR060630,btc,2026-03-06T11:30:00.375991+00:00,KXBTC15M-26MAR060630-30,yes,70570.4,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,70570.4,,,,,,,
agg:KXETH15M-26MAR060630:eth,KXETH15M-26MAR060630,eth,2026-03-06T11:30:00.509901+00:00,KXETH15M-26MAR060630-30,yes,2065.84,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2065.84,,,,,,,
agg:KXSOL15M-26MAR060630:sol,KXSOL15M-26MAR060630,sol,2026-03-06T11:30:00.714995+00:00,KXSOL15M-26MAR060630-30,yes,87.82,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,87.82,,,,,,,
agg:KXXRP15M-26MAR060630:xrp,KXXRP15M-26MAR060630,xrp,2026-03-06T11:30:00.906330+00:00,KXXRP15M-26MAR060630-30,yes,1.40127,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.40127,,,,,,,
agg:KXBTC15M-26MAR060645:btc,KXBTC15M-26MAR060645,btc,2026-03-06T11:45:00.357095+00:00,KXBTC15M-26MAR060645-45,yes,70411.7,70564.57,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,70411.7,,,,,,,
agg:KXETH15M-26MAR060645:eth,KXETH15M-26MAR060645,eth,2026-03-06T11:45:00.562137+00:00,KXETH15M-26MAR060645-45,yes,2056.78,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2056.78,,,,,,,
agg:KXSOL15M-26MAR060645:sol,KXSOL15M-26MAR060645,sol,2026-03-06T11:45:00.901887+00:00,KXSOL15M-26MAR060645-45,yes,87.54,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,87.54,,,,,,,
agg:KXXRP15M-26MAR060645:xrp,KXXRP15M-26MAR060645,xrp,2026-03-06T11:45:01.243674+00:00,KXXRP15M-26MAR060645-45,yes,1.39691,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.39691,,,,,,,
agg:KXBTC15M-26MAR060700:btc,KXBTC15M-26MAR060700,btc,2026-03-06T12:00:00.914808+00:00,KXBTC15M-26MAR060700-00,yes,70229.0,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,70229.0,,,,,,,
agg:KXETH15M-26MAR060700:eth,KXETH15M-26MAR060700,eth,2026-03-06T12:00:01.126608+00:00,KXETH15M-26MAR060700-00,yes,2051.78,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2051.78,,,,,,,
agg:KXSOL15M-26MAR060700:sol,KXSOL15M-26MAR060700,sol,2026-03-06T12:00:01.313265+00:00,KXSOL15M-26MAR060700-00,yes,87.26,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,87.26,,,,,,,
agg:KXXRP15M-26MAR060700:xrp,KXXRP15M-26MAR060700,xrp,2026-03-06T12:00:01.580297+00:00,KXXRP15M-26MAR060700-00,yes,1.39542,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.39542,,,,,,,
agg:KXBTC15M-26MAR060715:btc,KXBTC15M-26MAR060715,btc,2026-03-06T12:15:00.739205+00:00,KXBTC15M-26MAR060715-15,yes,69932.0,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,69932.0,,,,,,,
agg:KXETH15M-26MAR060715:eth,KXETH15M-26MAR060715,eth,2026-03-06T12:15:01.137889+00:00,KXETH15M-26MAR060715-15,yes,2043.99,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2043.99,,,,,,,
agg:KXSOL15M-26MAR060715:sol,KXSOL15M-26MAR060715,sol,2026-03-06T12:15:01.262486+00:00,KXSOL15M-26MAR060715-15,yes,86.61,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,86.61,,,,,,,
agg:KXXRP15M-26MAR060715:xrp,KXXRP15M-26MAR060715,xrp,2026-03-06T12:15:01.609762+00:00,KXXRP15M-26MAR060715-15,yes,1.3899,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.3899,,,,,,,
agg:KXBTC15M-26MAR060730:btc,KXBTC15M-26MAR060730,btc,2026-03-06T12:30:01.123823+00:00,KXBTC15M-26MAR060730-30,yes,70032.2,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,70032.2,,,,,,,
agg:KXETH15M-26MAR060730:eth,KXETH15M-26MAR060730,eth,2026-03-06T12:30:01.383299+00:00,KXETH15M-26MAR060730-30,yes,2052.16,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2052.16,,,,,,,
agg:KXSOL15M-26MAR060730:sol,KXSOL15M-26MAR060730,sol,2026-03-06T12:30:02.139729+00:00,KXSOL15M-26MAR060730-30,yes,86.84,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,86.84,,,,,,,
agg:KXXRP15M-26MAR060730:xrp,KXXRP15M-26MAR060730,xrp,2026-03-06T12:30:02.643423+00:00,KXXRP15M-26MAR060730-30,yes,1.39352,1.3897,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.39352,,,,,,,
agg:KXBTC15M-26MAR060745:btc,KXBTC15M-26MAR060745,btc,2026-03-06T12:45:00.254604+00:00,KXBTC15M-26MAR060745-45,yes,69765.8,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,69765.8,,,,,,,
agg:KXETH15M-26MAR060745:eth,KXETH15M-26MAR060745,eth,2026-03-06T12:45:00.386649+00:00,KXETH15M-26MAR060745-45,yes,2044.9,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2044.9,,,,,,,
agg:KXSOL15M-26MAR060745:sol,KXSOL15M-26MAR060745,sol,2026-03-06T12:45:00.734395+00:00,KXSOL15M-26MAR060745-45,yes,86.23,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,86.23,,,,,,,
agg:KXXRP15M-26MAR060745:xrp,KXXRP15M-26MAR060745,xrp,2026-03-06T12:45:01.165824+00:00,KXXRP15M-26MAR060745-45,yes,1.38718,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.38718,,,,,,,
agg:KXBTC15M-26MAR060800:btc,KXBTC15M-26MAR060800,btc,2026-03-06T13:00:00.685585+00:00,KXBTC15M-26MAR060800-00,yes,69939.0,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,69939.0,,,,,,,
agg:KXETH15M-26MAR060800:eth,KXETH15M-26MAR060800,eth,2026-03-06T13:00:01.533071+00:00,KXETH15M-26MAR060800-00,yes,2049.54,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2049.54,,,,,,,
agg:KXSOL15M-26MAR060800:sol,KXSOL15M-26MAR060800,sol,2026-03-06T13:00:01.920971+00:00,KXSOL15M-26MAR060800-00,yes,86.49,86.2493,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,86.49,,,,,,,
agg:KXXRP15M-26MAR060800:xrp,KXXRP15M-26MAR060800,xrp,2026-03-06T13:00:02.374549+00:00,KXXRP15M-26MAR060800-00,yes,1.38946,1.387,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.38946,,,,,,,
agg:KXBTC15M-26MAR060815:btc,KXBTC15M-26MAR060815,btc,2026-03-06T13:15:01.129657+00:00,KXBTC15M-26MAR060815-15,yes,70022.1,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,70022.1,,,,,,,
agg:KXETH15M-26MAR060815:eth,KXETH15M-26MAR060815,eth,2026-03-06T13:15:01.284198+00:00,KXETH15M-26MAR060815-15,yes,2049.44,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2049.44,,,,,,,
agg:KXSOL15M-26MAR060815:sol,KXSOL15M-26MAR060815,sol,2026-03-06T13:15:01.831380+00:00,KXSOL15M-26MAR060815-15,yes,86.57,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,86.57,,,,,,,
agg:KXXRP15M-26MAR060815:xrp,KXXRP15M-26MAR060815,xrp,2026-03-06T13:15:02.200081+00:00,KXXRP15M-26MAR060815-15,yes,1.38968,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.38968,,,,,,,
agg:KXBTC15M-26MAR060830:btc,KXBTC15M-26MAR060830,btc,2026-03-06T13:30:01.123097+00:00,KXBTC15M-26MAR060830-30,yes,70093.8,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,70093.8,,,,,,,
agg:KXETH15M-26MAR060830:eth,KXETH15M-26MAR060830,eth,2026-03-06T13:30:01.649573+00:00,KXETH15M-26MAR060830-30,yes,2050.5,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2050.5,,,,,,,
agg:KXSOL15M-26MAR060830:sol,KXSOL15M-26MAR060830,sol,2026-03-06T13:30:01.774012+00:00,KXSOL15M-26MAR060830-30,yes,86.53,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,86.53,,,,,,,
agg:KXXRP15M-26MAR060830:xrp,KXXRP15M-26MAR060830,xrp,2026-03-06T13:30:01.897127+00:00,KXXRP15M-26MAR060830-30,yes,1.39302,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.39302,,,,,,,
agg:KXBTC15M-26MAR060845:btc,KXBTC15M-26MAR060845,btc,2026-03-06T13:45:00.655254+00:00,KXBTC15M-26MAR060845-45,yes,70078.5,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,70078.5,,,,,,,
agg:KXETH15M-26MAR060845:eth,KXETH15M-26MAR060845,eth,2026-03-06T13:45:01.000704+00:00,KXETH15M-26MAR060845-45,yes,2051.83,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2051.83,,,,,,,
agg:KXSOL15M-26MAR060845:sol,KXSOL15M-26MAR060845,sol,2026-03-06T13:45:01.288867+00:00,KXSOL15M-26MAR060845-45,yes,86.81,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,86.81,,,,,,,
agg:KXXRP15M-26MAR060845:xrp,KXXRP15M-26MAR060845,xrp,2026-03-06T13:45:01.632645+00:00,KXXRP15M-26MAR060845-45,yes,1.38898,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.38898,,,,,,,
agg:KXBTC15M-26MAR060900:btc,KXBTC15M-26MAR060900,btc,2026-03-06T14:00:00.287328+00:00,KXBTC15M-26MAR060900-00,yes,69228.3,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,69228.3,,,,,,,
agg:KXETH15M-26MAR060900:eth,KXETH15M-26MAR060900,eth,2026-03-06T14:00:00.516668+00:00,KXETH15M-26MAR060900-00,yes,2022.06,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2022.06,,,,,,,
agg:KXSOL15M-26MAR060900:sol,KXSOL15M-26MAR060900,sol,2026-03-06T14:00:00.730438+00:00,KXSOL15M-26MAR060900-00,yes,85.61,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,85.61,,,,,,,
agg:KXXRP15M-26MAR060900:xrp,KXXRP15M-26MAR060900,xrp,2026-03-06T14:00:00.995079+00:00,KXXRP15M-26MAR060900-00,yes,1.37252,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.37252,,,,,,,
agg:KXBTC15M-26MAR060915:btc,KXBTC15M-26MAR060915,btc,2026-03-06T14:15:00.733208+00:00,KXBTC15M-26MAR060915-15,yes,68843.7,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,68843.7,,,,,,,
agg:KXETH15M-26MAR060915:eth,KXETH15M-26MAR060915,eth,2026-03-06T14:15:01.086494+00:00,KXETH15M-26MAR060915-15,yes,2008.42,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2008.42,,,,,,,
agg:KXSOL15M-26MAR060915:sol,KXSOL15M-26MAR060915,sol,2026-03-06T14:15:01.730635+00:00,KXSOL15M-26MAR060915-15,yes,85.16,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,85.16,,,,,,,
agg:KXXRP15M-26MAR060915:xrp,KXXRP15M-26MAR060915,xrp,2026-03-06T14:15:02.243259+00:00,KXXRP15M-26MAR060915-15,yes,1.36503,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.36503,,,,,,,
agg:KXBTC15M-26MAR060930:btc,KXBTC15M-26MAR060930,btc,2026-03-06T14:30:00.320292+00:00,KXBTC15M-26MAR060930-30,yes,69000.1,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,69000.1,,,,,,,
agg:KXETH15M-26MAR060930:eth,KXETH15M-26MAR060930,eth,2026-03-06T14:30:00.655136+00:00,KXETH15M-26MAR060930-30,yes,2010.89,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,2010.89,,,,,,,
agg:KXSOL15M-26MAR060930:sol,KXSOL15M-26MAR060930,sol,2026-03-06T14:30:01.375559+00:00,KXSOL15M-26MAR060930-30,yes,85.21,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,85.21,,,,,,,
agg:KXXRP15M-26MAR060930:xrp,KXXRP15M-26MAR060930,xrp,2026-03-06T14:30:01.701229+00:00,KXXRP15M-26MAR060930-30,yes,1.3678,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.3678,,,,,,,
agg:KXBTC15M-26MAR060945:btc,KXBTC15M-26MAR060945,btc,2026-03-06T14:45:00.506510+00:00,KXBTC15M-26MAR060945-45,yes,68740.3,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,68740.3,,,,,,,
agg:KXETH15M-26MAR060945:eth,KXETH15M-26MAR060945,eth,2026-03-06T14:45:00.634694+00:00,KXETH15M-26MAR060945-45,yes,1991.53,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1991.53,,,,,,,
agg:KXSOL15M-26MAR060945:sol,KXSOL15M-26MAR060945,sol,2026-03-06T14:45:00.856597+00:00,KXSOL15M-26MAR060945-45,yes,84.69,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,84.69,,,,,,,
agg:KXXRP15M-26MAR060945:xrp,KXXRP15M-26MAR060945,xrp,2026-03-06T14:45:01.111649+00:00,KXXRP15M-26MAR060945-45,yes,1.35923,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.35923,,,,,,,
agg:KXBTC15M-26MAR061000:btc,KXBTC15M-26MAR061000,btc,2026-03-06T15:00:00.825473+00:00,KXBTC15M-26MAR061000-00,yes,68409.7,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,68409.7,,,,,,,
agg:KXETH15M-26MAR061000:eth,KXETH15M-26MAR061000,eth,2026-03-06T15:00:01.498828+00:00,KXETH15M-26MAR061000-00,yes,1981.7,2026.0,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1981.7,,,,,,,
agg:KXSOL15M-26MAR061000:sol,KXSOL15M-26MAR061000,sol,2026-03-06T15:00:01.838340+00:00,KXSOL15M-26MAR061000-00,yes,84.36,84.7172,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,84.36,,,,,,,
agg:KXXRP15M-26MAR061000:xrp,KXXRP15M-26MAR061000,xrp,2026-03-06T15:00:02.207119+00:00,KXXRP15M-26MAR061000-00,yes,1.35605,1.3599,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history (window not entered or all ticks returned early e.g. stale oracle),0,1.35605,,,,,,,
