order_id,window_id,asset,ts_utc,ticker,side,spot,strike,resolution_price,seconds_to_close,distance,min_distance_threshold,bid,limit_or_market,price_cents,placed,filled,fill_price,final_outcome,pnl_cents,is_stop_loss,stop_loss_sell_price,skip_reason,skip_details,is_filled
e143ef93-671a-4617-8cd0-117c6836e6b4,KXBTC15M-26MAR022215,btc,2026-03-03T03:14:01.461829+00:00,KXBTC15M-26MAR022215-15,no,68455.8,68533.08,,59.300853,77.27999999999884,35.0,99,limit,99,1,10,99,,,0,,,"Pre-placement history: Checks: 2 | Bids: [99, 99] | Distances: [88.97999999999593, 88.97999999999593] | Primary blocker: waiting_for_dip",0
b4a0bef1-b4c1-44b6-8023-6f2006739e4d,KXXRP15M-26MAR022215,xrp,2026-03-03T03:14:01.477755+00:00,KXXRP15M-26MAR022215-15,no,1.37449,1.3787,,59.299634,0.004210000000000047,0.003,99,limit,99,1,10,99,,,0,,,"Pre-placement history: Checks: 2 | Bids: [99, 99] | Distances: [0.004210000000000047, 0.004210000000000047] | Primary blocker: waiting_for_dip",0
26fba33b-5a84-4500-b26e-aaffc319e77a,KXETH15M-26MAR022215,eth,2026-03-03T03:14:07.760782+00:00,KXETH15M-26MAR022215-15,no,2012.86,2014.96,,53.832037,2.1000000000001364,2.0,99,limit,99,1,10,99,,,0,,,"Pre-placement history: Checks: 3 | Bids: [98, 99, 99] | Distances: [2.759999999999991, 1.8400000000001455, 2.1000000000001364] | Primary blocker: distance_buffer",0
agg:KXXRP15M-26MAR022200:xrp,KXXRP15M-26MAR022200,xrp,2026-03-03T03:14:59.183886+00:00,KXXRP15M-26MAR022200-00,yes,1.37473,1.3785,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history recorded,0
6e9f2e96-5971-40fe-a3d3-d732d851bddc,KXBTC15M-26MAR022230,btc,2026-03-03T03:28:56.564274+00:00,KXBTC15M-26MAR022230-30,no,68385.0,68452.02,,64.52956,67.02000000000407,35.0,98,market,99,1,10,99,,,0,,,,0
a2d5f755-5dd9-4eba-8d94-7ab409b3ccb0,KXSOL15M-26MAR022230,sol,2026-03-03T03:29:02.210817+00:00,KXSOL15M-26MAR022230-30,no,86.09,86.239,,58.581642,0.1490000000000009,0.1,99,limit,99,1,0,99,,,0,,,"Pre-placement history: Checks: 2 | Bids: [99, 99] | Distances: [0.1490000000000009, 0.1490000000000009] | Primary blocker: waiting_for_dip",0
f70bda5f-7dc2-4f36-adfe-6d12fb1c1e9f,KXXRP15M-26MAR022230,xrp,2026-03-03T03:29:02.240857+00:00,KXXRP15M-26MAR022230-30,no,1.37113,1.3743,,58.581299,0.003170000000000117,0.003,99,limit,99,1,0,99,,,0,,,"Pre-placement history: Checks: 2 | Bids: [99, 99] | Distances: [0.003049999999999997, 0.003170000000000117] | Primary blocker: waiting_for_dip",0
e25f53f9-ba13-4362-8b2b-7b592e25545e,KXETH15M-26MAR022230,eth,2026-03-03T03:29:02.398049+00:00,KXETH15M-26MAR022230-30,no,2010.04,2012.95,,58.581846,2.910000000000082,2.5,99,limit,99,1,0,99,,,0,,,"Pre-placement history: Checks: 2 | Bids: [99, 99] | Distances: [2.900000000000091, 2.900000000000091] | Primary blocker: waiting_for_dip",0
903d2f0c-9c43-4dd7-881b-45108641e03f,KXBTC15M-26MAR022230,btc,2026-03-03T03:29:12.789397+00:00,KXBTC15M-26MAR022230-30,no,68385.1,68452.02,,48.901,66.91999999999825,28.0,99,limit,99,1,10,99,,,0,,,"Pre-placement history: Checks: 4 | Bids: [98, 98, 98, 97] | Distances: [67.02000000000407, 66.91999999999825, 66.91999999999825, 66.91999999999825] | Primary blocker: market_already_placed",0
agg:KXSOL15M-26MAR022215:sol,KXSOL15M-26MAR022215,sol,2026-03-03T03:29:58.494133+00:00,KXSOL15M-26MAR022215-15,yes,86.09,86.2435,,,,,,,,0,0,,,,0,,aggregated_skips,No skip history recorded,0
87bc9d8a-0188-473b-9a25-7c66fcbe92af,KXSOL15M-26MAR022245,sol,2026-03-03T03:44:02.556250+00:00,KXSOL15M-26MAR022245-45,yes,86.54,86.1038,,58.49754,0.4361999999999995,0.1,99,limit,99,1,0,99,,,0,,,"Pre-placement history: Checks: 3 | Bids: [99, 99, 99] | Distances: [0.4361999999999995, 0.4361999999999995, 0.4361999999999995] | Primary blocker: waiting_for_dip",0
e76362e7-86ce-4542-9fda-da15fd39bf24,KXXRP15M-26MAR022245,xrp,2026-03-03T03:44:02.686069+00:00,KXXRP15M-26MAR022245-45,yes,1.37498,1.371,,58.497152,0.003980000000000095,0.003,99,limit,99,1,0,99,,,0,,,"Pre-placement history: Checks: 3 | Bids: [99, 99, 99] | Distances: [0.004070000000000018, 0.004070000000000018, 0.004070000000000018] | Primary blocker: waiting_for_dip",0
